h19v17, 1111950.520, -8895604.157
h20v01, 2223901.039, 8895604.157
h20v02, 2223901.039, 7783653.638
h20v03, 2223901.039, 6671703.118
h20v04, 2223901.039, 5559752.598
h20v05, 2223901.039, 4447802.079
h20v06, 2223901.039, 3335851.559
h20v07, 2223901.039, 2223901.039
h20v08, 2223901.039, 1111950.520
h20v09, 2223901.039, 0.000
h20v10, 2223901.039, -1111950.520
h20v11, 2223901.039, -2223901.039
h20v12, 2223901.039, -3335851.559
h20v13, 2223901.039, -4447802.079
h20v15, 2223901.039, -6671703.118
h20v16, 2223901.039, -7783653.638
h20v17, 2223901.039, -8895604.157
h21v01, 3335851.559, 8895604.157
h21v02, 3335851.559, 7783653.638
h21v03, 3335851.559, 6671703.118
h21v04, 3335851.559, 5559752.598
h21v05, 3335851.559, 4447802.079
h21v06, 3335851.559, 3335851.559
h21v07, 3335851.559, 2223901.039
h21v08, 3335851.559, 1111950.520
h21v09, 3335851.559, 0.000
h21v10, 3335851.559, -1111950.520
h21v11, 3335851.559, -2223901.039
h21v13, 3335851.559, -4447802.079
h21v15, 3335851.559, -6671703.118
h21v16, 3335851.559, -7783653.638
h21v17, 3335851.559, -8895604.157
h22v01, 4447802.079, 8895604.157
h22v02, 4447802.079, 7783653.638
h22v03, 4447802.079, 6671703.118
h22v04, 4447802.079, 5559752.598
h22v05, 4447802.079, 4447802.079
h22v06, 4447802.079, 3335851.559
h22v07, 4447802.079, 2223901.039
h22v08, 4447802.079, 1111950.520
h22v09, 4447802.079, 0.000
h22v10, 4447802.079, -1111950.520
h22v11, 4447802.079, -2223901.039
h22v13, 4447802.079, -4447802.079
h22v14, 4447802.079, -5559752.598
h22v15, 4447802.079, -6671703.118
h22v16, 4447802.079, -7783653.638
h23v01, 5559752.598, 8895604.157
h23v02, 5559752.598, 7783653.638
h23v03, 5559752.598, 6671703.118
h23v04, 5559752.598, 5559752.598
h23v05, 5559752.598, 4447802.079
h23v06, 5559752.598, 3335851.559
h23v07, 5559752.598, 2223901.039
h23v08, 5559752.598, 1111950.520
h23v09, 5559752.598, 0.000
h23v10, 5559752.598, -1111950.520
h23v11, 5559752.598, -2223901.039
h23v15, 5559752.598, -6671703.118
h23v16, 5559752.598, -7783653.638
h24v01, 6671703.118, 8895604.157
h24v02, 6671703.118, 7783653.638
h24v03, 6671703.118, 6671703.118
h24v04, 6671703.118, 5559752.598
h24v05, 6671703.118, 4447802.079
h24v06, 6671703.118, 3335851.559
h24v07, 6671703.118, 2223901.039
h24v10, 6671703.118, -1111950.520
h24v12, 6671703.118, -3335851.559
h24v15, 6671703.118, -6671703.118
h25v02, 7783653.638, 7783653.638
h25v03, 7783653.638, 6671703.118
h25v04, 7783653.638, 5559752.598
h25v05, 7783653.638, 4447802.079
h25v06, 7783653.638, 3335851.559
h25v07, 7783653.638, 2223901.039
h25v08, 7783653.638, 1111950.520
h25v09, 7783653.638, 0.000
h26v02, 8895604.157, 7783653.638
h26v03, 8895604.157, 6671703.118
h26v04, 8895604.157, 5559752.598
h26v05, 8895604.157, 4447802.079
h26v06, 8895604.157, 3335851.559
h26v07, 8895604.157, 2223901.039
h26v08, 8895604.157, 1111950.520
h27v03, 10007554.677, 6671703.118
h27v04, 10007554.677, 5559752.598
h27v05, 10007554.677, 4447802.079
h27v06, 10007554.677, 3335851.559
h27v07, 10007554.677, 2223901.039
h27v08, 10007554.677, 1111950.520
h27v09, 10007554.677, 0.000
h27v10, 10007554.677, -1111950.520
h27v11, 10007554.677, -2223901.039
h27v12, 10007554.677, -3335851.559
h27v14, 10007554.677, -5559752.598
h28v03, 11119505.197, 6671703.118
h28v04, 11119505.197, 5559752.598
h28v05, 11119505.197, 4447802.079
h28v06, 11119505.197, 3335851.559
h28v07, 11119505.197, 2223901.039
h28v08, 11119505.197, 1111950.520
h28v09, 11119505.197, 0.000
h28v10, 11119505.197, -1111950.520
h28v11, 11119505.197, -2223901.039
h28v12, 11119505.197, -3335851.559
h28v13, 11119505.197, -4447802.079
h28v14, 11119505.197, -5559752.598
h29v03, 12231455.716, 6671703.118
h29v05, 12231455.716, 4447802.079
h29v06, 12231455.716, 3335851.559
h29v07, 12231455.716, 2223901.039
h29v08, 12231455.716, 1111950.520
h29v09, 12231455.716, 0.000
h29v10, 12231455.716, -1111950.520
h29v11, 12231455.716, -2223901.039
h29v12, 12231455.716, -3335851.559
h29v13, 12231455.716, -4447802.079
h30v04, 13343406.236, 5559752.598
h30v05, 13343406.236, 4447802.079
h30v06, 13343406.236, 3335851.559
h30v07, 13343406.236, 2223901.039
h30v08, 13343406.236, 1111950.520
h30v09, 13343406.236, 0.000
h30v10, 13343406.236, -1111950.520
h30v11, 13343406.236, -2223901.039
h30v12, 13343406.236, -3335851.559
h30v13, 13343406.236, -4447802.079
h31v04, 14455356.756, 5559752.598
h31v06, 14455356.756, 3335851.559
h31v07, 14455356.756, 2223901.039
h31v08, 14455356.756, 1111950.520
h31v09, 14455356.756, 0.000
h31v10, 14455356.756, -1111950.520
h31v11, 14455356.756, -2223901.039
h31v12, 14455356.756, -3335851.559
h31v13, 14455356.756, -4447802.079
h32v07, 15567307.275, 2223901.039
h32v08, 15567307.275, 1111950.520
h32v09, 15567307.275, 0.000
h32v10, 15567307.275, -1111950.520
h32v11, 15567307.275, -2223901.039
h32v12, 15567307.275, -3335851.559
h33v07, 16679257.795, 2223901.039
h33v08, 16679257.795, 1111950.520
h33v09, 16679257.795, 0.000
h33v10, 16679257.795, -1111950.520
h33v11, 16679257.795, -2223901.039
h34v07, 17791208.315, 2223901.039
h34v08, 17791208.315, 1111950.520
h34v09, 17791208.315, 0.000
h34v10, 17791208.315, -1111950.520
h35v08, 18903158.834, 1111950.520
h35v09, 18903158.834, 0.000
h35v10, 18903158.834, -1111950.520
